author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Центр Инвест;developer;https://www.cian.ru/sale/flat/315713705/;Москва;sale;flat;16;35;2;44.3;20329787;2024;-1;-1;-1;Без отделки;29 м²;5,3 м²;74951462481;Левобережный;Фестивальная ;15к6;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315713839/;Москва;sale;flat;28;35;3;71.1;28384940;2024;-1;-1;-1;Без отделки;46,4 м²;7,1 м²;74951462481;Левобережный;Фестивальная ;15к6;Речной вокзал;Фестиваль парк-2
Основа;developer;https://www.cian.ru/sale/flat/313301536/;Москва;sale;flat;16;20;2;42.8;12626000;2024;-1;Монолитный;-1;Без отделки, черновая;34,9 м²;2,9 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/310741391/;Москва;sale;flat;4;20;2;44.4;12409800;2024;-1;Монолитный;-1;Без отделки, черновая;34,8 м²;4,6 м²;74951370493;Северный;Долгопрудненское шоссе;3А;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/286886016/;Москва;sale;flat;3;20;2;44.4;11899200;2024;-1;Монолитный;-1;Без отделки, черновая;34,8 м²;4,6 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/305872714/;Москва;sale;flat;12;20;2;44.5;12727000;2024;-1;Монолитный;-1;Без отделки, черновая;34,8 м²;4,7 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/286885977/;Москва;sale;flat;18;20;2;49.3;13399740;2024;-1;Монолитный;-1;Без отделки, черновая;32,8 м²;11,5 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/313523781/;Москва;sale;flat;13;20;2;50.4;12610080;2024;-1;Монолитный;-1;Без отделки, черновая;28,1 м²;15,3 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/286886074/;Москва;sale;flat;9;20;2;50.6;12614580;2024;-1;Монолитный;-1;Без отделки, черновая;28,1 м²;15,3 м²;74951370493;Северный;Долгопрудненское шоссе;3А;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/286886031/;Москва;sale;flat;5;20;2;50.7;13739700;2024;-1;Монолитный;-1;Без отделки, черновая;28,1 м²;15,3 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/297044497/;Москва;sale;flat;4;20;2;55.1;14794350;2024;-1;Монолитный;-1;Без отделки, черновая;32,8 м²;17,3 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/286886090/;Москва;sale;flat;3;20;2;55.7;14760500;2024;-1;Монолитный;-1;Без отделки, черновая;29,3 м²;18,5 м²;74951370493;Северный;Долгопрудненское шоссе;3А;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/302401515/;Москва;sale;flat;18;20;2;55.7;14186790;2024;-1;Монолитный;-1;Без отделки, черновая;29,3 м²;18,5 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/307003178/;Москва;sale;flat;12;20;2;57.0;14979600;2024;-1;Монолитный;-1;Без отделки, черновая;39,4 м²;12,6 м²;74951370493;Северный;Долгопрудненское шоссе;3А;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/293383516/;Москва;sale;flat;13;20;2;61.1;14136707;2024;-1;Монолитный;-1;Без отделки, черновая;32,8 м²;22,1 м²;74951370493;Северный;Долгопрудненское шоссе;3А;Новодачная;ФизтехСити
Основа;developer;https://www.cian.ru/sale/flat/313523784/;Москва;sale;flat;2;20;3;67.2;17203200;2024;-1;Монолитный;-1;Без отделки, черновая;43,4 м²;18,8 м²;74951370493;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Колди;developer;https://www.cian.ru/sale/flat/315688010/;Москва;sale;flat;2;14;1;101.91;284430810;2025;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;74997153728;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
Колди;developer;https://www.cian.ru/sale/flat/315688019/;Москва;sale;flat;2;14;2;147.05;428356650;2025;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;74997153728;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
AFI Development;developer;https://www.cian.ru/sale/flat/312929995/;Москва;sale;flat;17;25;1;46.8;25701300;2024;-1;-1;-1;Без отделки;-1;-1;74997151506;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
AFI Development;developer;https://www.cian.ru/sale/flat/312930005/;Москва;sale;flat;2;25;2;47.7;25925319;2024;-1;-1;-1;Без отделки;-1;6,2 м²;74997151506;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
AFI Development;developer;https://www.cian.ru/sale/flat/313073384/;Москва;sale;flat;18;25;3;69.9;37924631;2024;-1;-1;-1;Без отделки;-1;-1;74997151506;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
AFI Development;developer;https://www.cian.ru/sale/flat/314346392/;Москва;sale;flat;51;53;1;24.6;13940137;2024;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;74951343935;Свиблово;проезд Серебрякова;11к2;Ботанический сад;Afi Tower
AFI Development;developer;https://www.cian.ru/sale/flat/314910563/;Москва;sale;flat;33;53;1;25.7;13613702;2024;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;74951343935;Свиблово;проезд Серебрякова;11к2;Ботанический сад;Afi Tower
AFI Development;developer;https://www.cian.ru/sale/flat/314346241/;Москва;sale;flat;42;53;1;46.8;23728148;2024;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;74951343935;Свиблово;проезд Серебрякова;11к2;Ботанический сад;Afi Tower
AFI Development;developer;https://www.cian.ru/sale/flat/314346247/;Москва;sale;flat;45;53;2;47.3;24215126;2024;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;74951343935;Свиблово;проезд Серебрякова;11к2;Ботанический сад;Afi Tower
AFI Development;developer;https://www.cian.ru/sale/flat/314346284/;Москва;sale;flat;16;53;3;84.2;37777213;2024;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;74951343935;Свиблово;проезд Серебрякова;11к2;Ботанический сад;Afi Tower
Stenoy;developer;https://www.cian.ru/sale/flat/310230737/;Москва;sale;flat;7;12;1;30.0;16931490;2026;-1;Монолитно-кирпичный;-1;Без отделки, черновая, чистовая;16 м²;4,5 м²;74997155851;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Stenoy;developer;https://www.cian.ru/sale/flat/300878920/;Москва;sale;flat;10;12;1;34.4;20534839;2026;-1;Монолитно-кирпичный;-1;Без отделки, черновая, чистовая;11,8 м²;11,7 м²;74997155851;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Stenoy;developer;https://www.cian.ru/sale/flat/300878826/;Москва;sale;flat;4;12;2;50.4;27616226;2026;-1;Монолитно-кирпичный;-1;Без отделки, черновая, чистовая;21 м²;16 м²;74997155851;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Stenoy;developer;https://www.cian.ru/sale/flat/300878939/;Москва;sale;flat;11;12;3;69.2;42464442;2026;-1;Монолитно-кирпичный;-1;Без отделки, черновая, чистовая;33,2 м²;13,5 м²;74997155851;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Capital Group;developer;https://www.cian.ru/sale/flat/287868739/;Москва;sale;flat;67;67;2;116.2;132661182;2023;-1;Монолитный;-1;-;93,8 м²;17,4 м²;74951387140;Пресненский;Краснопресненская набережная;14Ак2;Москва-Сити;Capital Towers
Capital Group;developer;https://www.cian.ru/sale/flat/298020354/;Москва;sale;flat;15;67;1;47.5;52250000;2023;-1;Монолитный;-1;-;34,5 м²;8 м²;74951387140;Пресненский;Краснопресненская набережная;14Ак1;Москва-Сити;Capital Towers
Capital Group;developer;https://www.cian.ru/sale/flat/295988623/;Москва;sale;flat;36;67;3;96.4;105000000;2023;-1;Монолитный;-1;-;76,9 м²;14,5 м²;74951387140;Пресненский;Краснопресненская набережная;14Ак2;Москва-Сити;Capital Towers
TOUCH;developer;https://www.cian.ru/sale/flat/312660003/;Москва;sale;flat;8;13;1;42.8;32556000;2025;-1;Монолитный;-1;Без отделки, чистовая;26,8 м²;11 м²;74996486236;Южнопортовый;Сосинская ;8;Волгоградский проспект;Champine
TOUCH;developer;https://www.cian.ru/sale/flat/312659996/;Москва;sale;flat;6;13;2;60.6;37321680;2025;-1;Монолитный;-1;Без отделки, чистовая;36 м²;19,6 м²;74996486236;Южнопортовый;Сосинская ;8;Волгоградский проспект;Champine
TOUCH;developer;https://www.cian.ru/sale/flat/312659990/;Москва;sale;flat;6;13;3;75.0;44234080;2025;-1;Монолитный;-1;Без отделки, чистовая;58,1 м²;11,9 м²;74996486236;Южнопортовый;Сосинская ;8;Волгоградский проспект;Champine
MR Group;developer;https://www.cian.ru/sale/flat/315410181/;Москва;sale;flat;38;53;1;24.11;14145014;2025;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;17,4 м²;-1;74951387212;Покровское-Стрешнево;Атлантик кв-л;Б1;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516949/;Москва;sale;flat;5;59;1;25.2;11758824;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;15,8 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516941/;Москва;sale;flat;5;59;1;26.2;11962107;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;17,6 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516820/;Москва;sale;flat;5;59;1;27.1;12312857;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;14,5 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516950/;Москва;sale;flat;16;59;1;28.0;13261276;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;19,1 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516925/;Москва;sale;flat;43;59;1;29.1;14282832;2028;-1;-1;-1;Без отделки;20,1 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516966/;Москва;sale;flat;5;59;1;30.0;12165930;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;14,6 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516943/;Москва;sale;flat;46;59;1;30.7;14416044;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;21,7 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315409874/;Москва;sale;flat;39;49;1;31.96;14398333;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;18,4 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к8;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516859/;Москва;sale;flat;21;59;1;32.2;13834633;2028;-1;-1;-1;Без отделки;8,6 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315411750/;Москва;sale;flat;2;27;1;32.41;12840218;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;16,1 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к2;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516806/;Москва;sale;flat;5;59;1;32.8;13377775;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;12,1 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516959/;Москва;sale;flat;11;59;1;33.7;14099743;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;11,6 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/310888107/;Москва;sale;flat;16;49;1;34.14;14434979;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;18,3 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к8;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516970/;Москва;sale;flat;8;59;1;35.9;14331423;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;12,9 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516948/;Москва;sale;flat;5;59;1;35.9;13251120;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;23 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315409887/;Москва;sale;flat;3;49;1;36.75;14869987;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;11,2 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к8;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516907/;Москва;sale;flat;11;59;1;37.0;14751530;2028;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;14,4 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315516912/;Москва;sale;flat;8;59;1;37.9;14885755;2028;-1;-1;-1;Без отделки;12,8 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315410132/;Москва;sale;flat;3;26;1;38.21;14854464;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;11,3 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к7;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/307960475/;Москва;sale;flat;4;26;1;39.33;14267268;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;12,8 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к7;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/307960611/;Москва;sale;flat;2;27;1;39.51;14186342;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;12,3 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к6;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/307960535/;Москва;sale;flat;2;26;1;39.59;14290244;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;12,8 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к7;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/307962098/;Москва;sale;flat;2;27;1;40.2;14687291;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;11,8 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к11;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/315409918/;Москва;sale;flat;4;27;1;40.61;13946544;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;12,3 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к6;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/307962102/;Москва;sale;flat;2;27;2;56.52;18467153;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;26,2 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к11;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/307960534/;Москва;sale;flat;2;26;3;79.4;23879784;2027;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;40,5 м²;-1;74951387212;Покровское-Стрешнево;Волоколамское шоссе;95/1к7;Трикотажная;City Bay
Upside Development;developer;https://www.cian.ru/sale/flat/297367276/;Москва;sale;flat;2;8;2;49.7;9507610;2024;-1;Монолитный;-1;Предчистовая, чистовая;23,9 м²;15,6 м²;74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
Upside Development;developer;https://www.cian.ru/sale/flat/297367330/;Москва;sale;flat;2;8;2;51.3;10465200;2024;-1;Монолитный;-1;Предчистовая, чистовая;24 м²;16,1 м²;74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
Upside Development;developer;https://www.cian.ru/sale/flat/297367622/;Москва;sale;flat;1;8;2;52.3;10282180;2024;-1;Монолитный;-1;Предчистовая, чистовая;24,3 м²;16,1 м²;74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
Upside Development;developer;https://www.cian.ru/sale/flat/306038675/;Москва;sale;flat;8;8;2;54.4;10994240;2024;-1;Монолитный;-1;Предчистовая, чистовая;25,4 м²;16,5 м²;74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
Upside Development;developer;https://www.cian.ru/sale/flat/297367343/;Москва;sale;flat;5;8;2;54.6;10838100;2024;-1;Монолитный;-1;Предчистовая, чистовая;25,4 м²;16,5 м²;74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
Центр Инвест;developer;https://www.cian.ru/sale/flat/310788202/;Москва;sale;flat;17;22;2;42.6;32304179;2022;-1;Монолитный;-1;Без отделки;24 м²;8 м²;74996486371;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Центр Инвест;developer;https://www.cian.ru/sale/flat/310788189/;Москва;sale;flat;2;22;3;67.7;42355790;2022;-1;Монолитный;-1;Без отделки;37,9 м²;8,1 м²;74996486371;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Tekta Group;developer;https://www.cian.ru/sale/flat/312648325/;Москва;sale;flat;23;42;2;41.6;21738528;2023;-1;Монолитный;-1;Без отделки, предчистовая;15 м²;-1;74951387129;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Tekta Group;developer;https://www.cian.ru/sale/flat/301259883/;Москва;sale;flat;9;42;3;63.3;32028975;2023;-1;Монолитный;-1;Без отделки, предчистовая;25,1 м²;-1;74951387129;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Tekta Group;developer;https://www.cian.ru/sale/flat/301261814/;Москва;sale;flat;27;34;1;29.7;18087707;2023;-1;Монолитный;-1;Без отделки, предчистовая;15 м²;-1;74951387095;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
Основа;developer;https://www.cian.ru/sale/flat/308063655/;Москва;sale;flat;2;18;2;39.8;11422600;2025;-1;Монолитно-кирпичный;-1;Без отделки;23,4 м²;4,7 м²;74951374493;Перово;Электродная ;2А;Шоссе Энтузиастов;EvoPark Измайлово
Основа;developer;https://www.cian.ru/sale/flat/310533253/;Москва;sale;flat;3;18;2;43.25;12629000;2025;-1;Монолитно-кирпичный;-1;Без отделки;35,2 м²;3,1 м²;74951374493;Перово;Электродная ;2А;Шоссе Энтузиастов;EvoPark Измайлово
Основа;developer;https://www.cian.ru/sale/flat/308063667/;Москва;sale;flat;2;18;2;43.9;12599300;2025;-1;Монолитно-кирпичный;-1;Без отделки;35,2 м²;3,7 м²;74951374493;Перово;Электродная ;2А;Шоссе Энтузиастов;EvoPark Измайлово
Основа;developer;https://www.cian.ru/sale/flat/310533254/;Москва;sale;flat;3;18;2;49.04;14368720;2025;-1;Монолитно-кирпичный;-1;Без отделки;39,1 м²;5 м²;74951374493;Перово;Электродная ;2А;Шоссе Энтузиастов;EvoPark Измайлово
Основа;developer;https://www.cian.ru/sale/flat/308063663/;Москва;sale;flat;2;18;2;49.77;14333760;2025;-1;Монолитно-кирпичный;-1;Без отделки;39,1 м²;5,7 м²;74951374493;Перово;Электродная ;2А;Шоссе Энтузиастов;EvoPark Измайлово
Основа;developer;https://www.cian.ru/sale/flat/308063660/;Москва;sale;flat;2;18;2;50.55;14457300;2025;-1;Монолитно-кирпичный;-1;Без отделки;41,8 м²;3,8 м²;74951374493;Перово;Электродная ;2А;Шоссе Энтузиастов;EvoPark Измайлово
Основа;developer;https://www.cian.ru/sale/flat/309996261/;Москва;sale;flat;2;20;-1;30.12;10542000;2026;-1;Монолитный;-1;Без отделки;20,6 м²;4,5 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633908/;Москва;sale;flat;2;20;-1;32.23;11280500;2026;-1;Монолитный;-1;Без отделки;22,9 м²;4,3 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/304955152/;Москва;sale;flat;2;20;2;35.32;12397320;2026;-1;Монолитный;-1;Без отделки;23,6 м²;6,7 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633904/;Москва;sale;flat;2;20;1;37.52;13019440;2026;-1;Монолитный;-1;Без отделки;13,5 м²;13,6 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633893/;Москва;sale;flat;2;20;2;37.86;13061700;2026;-1;Монолитный;-1;Без отделки;22,9 м²;9,9 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633877/;Москва;sale;flat;2;20;2;39.15;13506750;2026;-1;Монолитный;-1;Без отделки;30,3 м²;3,9 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633888/;Москва;sale;flat;2;20;2;40.2;13788600;2026;-1;Монолитный;-1;Без отделки;30,5 м²;4,7 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/304955200/;Москва;sale;flat;7;20;2;41.89;14745280;2026;-1;Монолитный;-1;Без отделки;27 м²;9,9 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633911/;Москва;sale;flat;2;20;2;42.8;14680400;2026;-1;Монолитный;-1;Без отделки;27 м²;10,8 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
Основа;developer;https://www.cian.ru/sale/flat/310633873/;Москва;sale;flat;2;20;3;56.23;19286890;2026;-1;Монолитный;-1;Без отделки;44 м²;7,2 м²;74951379869;Преображенское;Потешная ;вл5с1;Преображенская площадь;EvoPark Сокольники
5 ДОНСКОЙ;developer;https://www.cian.ru/sale/flat/299380553/;Москва;sale;flat;50;75;1;37.96;24702735;2026;-1;Монолитный;-1;Предчистовая;-1;-1;74951370056;Донской;5-й Донской проезд;вл21к6;Площадь Гагарина;Five Towers
5 ДОНСКОЙ;developer;https://www.cian.ru/sale/flat/300866286/;Москва;sale;flat;8;75;2;64.0;33719360;2026;-1;Монолитный;-1;Предчистовая;-1;-1;74951370056;Донской;5-й Донской проезд;вл21к6;Площадь Гагарина;Five Towers
5 ДОНСКОЙ;developer;https://www.cian.ru/sale/flat/299380246/;Москва;sale;flat;12;75;3;96.05;51091300;2026;-1;Монолитный;-1;Предчистовая;-1;-1;74951370056;Донской;5-й Донской проезд;вл21к6;Площадь Гагарина;Five Towers
Трансстройинвест;developer;https://www.cian.ru/sale/flat/311057693/;Москва;sale;flat;2;7;3;145.5;216892049;2026;-1;Монолитный;-1;Без отделки;-1;42,7 м²;74997094909;Мещанский;Большой Кисельный переулок;11;Тургеневская;Frank's house
Трансстройинвест;developer;https://www.cian.ru/sale/flat/311057706/;Москва;sale;flat;2;8;2;63.7;106828722;2026;-1;Монолитный;-1;Без отделки;-1;26,8 м²;74997094909;Мещанский;Большой Кисельный переулок;11/2с2;Тургеневская;Frank's house
Трансстройинвест;developer;https://www.cian.ru/sale/flat/311057704/;Москва;sale;flat;2;8;1;71.5;115368358;2026;-1;Монолитный;-1;Без отделки;-1;27,9 м²;74997094909;Мещанский;Большой Кисельный переулок;11/2с2;Тургеневская;Frank's house
КОРТРОС;developer;https://www.cian.ru/sale/flat/306697779/;Москва;sale;flat;12;14;3;76.2;34686240;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;39,2 м²;17,6 м²;74997150399;Пресненский;Шмитовский проезд;39к7;Шелепиха;Headliner
КОРТРОС;developer;https://www.cian.ru/sale/flat/307676453/;Москва;sale;flat;35;51;2;81.4;32564884;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;28,1 м²;28,6 м²;74997150399;Пресненский;Шмитовский проезд;39к4;Шелепиха;Headliner
Dominanta;developer;https://www.cian.ru/sale/flat/313687256/;Москва;sale;flat;4;34;1;38.6;28525400;2028;-1;Монолитно-кирпичный;-1;Без отделки;23 м²;4,3 м²;74997193765;Раменки;проезд 4-й Сетуньский;10Ас2;Парк Победы;hideOUT
Dominanta;developer;https://www.cian.ru/sale/flat/313623858/;Москва;sale;flat;3;34;2;67.3;45225600;2028;-1;Монолитно-кирпичный;-1;Без отделки;45,9 м²;6,5 м²;74997193765;Раменки;проезд 4-й Сетуньский;10Ас2;Парк Победы;hideOUT
Dominanta;developer;https://www.cian.ru/sale/flat/313624014/;Москва;sale;flat;18;34;3;89.9;70526550;2028;-1;Монолитно-кирпичный;-1;Без отделки;53,5 м²;5,8 м²;74997193765;Раменки;проезд 4-й Сетуньский;10Ас2;Парк Победы;hideOUT
ПИК;developer;https://www.cian.ru/sale/flat/313207441/;Москва;sale;flat;24;24;1;21.8;11809539;2025;-1;Монолитный;-1;Без отделки;10,1 м²;5,3 м²;74951387058;Покровское-Стрешнево; Николая Озерова;8к1;Спартак;Holland park
ПИК;developer;https://www.cian.ru/sale/flat/306203312/;Москва;sale;flat;24;24;1;23.6;12690758;2025;-1;-1;-1;Без отделки;10,9 м²;5,7 м²;74951387058;Покровское-Стрешнево; Николая Озерова;8к1;Спартак;Holland park
КОРТРОС;developer;https://www.cian.ru/sale/flat/310918026/;Москва;sale;flat;34;37;1;28.5;22515000;2024;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;21,4 м²;-1;74951375236;Останкинский; Годовикова;11к5;Алексеевская;iLove
КОРТРОС;developer;https://www.cian.ru/sale/flat/306568077/;Москва;sale;flat;12;32;3;70.4;28923840;2023;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;52,8 м²;-1;74951375236;Останкинский; Годовикова;11к4;Алексеевская;iLove
Sense Development;developer;https://www.cian.ru/sale/flat/313120857/;Москва;sale;flat;6;13;3;100.5;67201000;2024;-1;Монолитный;-1;Предчистовая;64,9 м²;8 м²;74951374803;Даниловский; Даниловский Вал;1А;Тульская;Logos
